frequency,V(onoise),inoise
1.479108388168183e+005,1.486970e-008,1.474659e-012
1.513561248436183e+005,1.491846e-008,1.478920e-012
1.548816618912456e+005,1.496943e-008,1.483368e-012
1.584893192461087e+005,1.502269e-008,1.488011e-012
1.621810097358903e+005,1.507835e-008,1.492858e-012
1.659586907437533e+005,1.513650e-008,1.497916e-012
1.698243652461716e+005,1.519726e-008,1.503194e-012
1.737800828749346e+005,1.526073e-008,1.508702e-012
1.778279410038893e+005,1.532704e-008,1.514447e-012
1.819700858609953e+005,1.539630e-008,1.520440e-012
1.862087136662836e+005,1.546865e-008,1.526690e-012
1.905460717963215e+005,1.554419e-008,1.533208e-012
1.949844599758012e+005,1.562308e-008,1.540003e-012
1.995262314968846e+005,1.570546e-008,1.547086e-012
2.041737944669495e+005,1.579146e-008,1.554469e-012
2.089296130854004e+005,1.588124e-008,1.562162e-012
2.137962089502196e+005,1.597496e-008,1.570177e-012
2.187761623949515e+005,1.607278e-008,1.578526e-012
2.238721138568301e+005,1.617486e-008,1.587221e-012
2.290867652767734e+005,1.628139e-008,1.596276e-012
2.344228815319882e+005,1.639254e-008,1.605703e-012
2.398832919019449e+005,1.650851e-008,1.615514e-012
2.454708915684988e+005,1.662948e-008,1.625725e-012
2.511886431509537e+005,1.675567e-008,1.636349e-012
2.570395782768819e+005,1.688727e-008,1.647400e-012
2.630267991895336e+005,1.702452e-008,1.658893e-012
2.691534803926869e+005,1.716762e-008,1.670842e-012
2.754228703338119e+005,1.731683e-008,1.683264e-012
2.818382931264405e+005,1.747237e-008,1.696174e-012
2.884031503126556e+005,1.763451e-008,1.709587e-012
2.951209226666334e+005,1.780350e-008,1.723521e-012
3.019951720401964e+005,1.797961e-008,1.737992e-012
3.090295432513537e+005,1.816312e-008,1.753016e-012
3.162277660168324e+005,1.835432e-008,1.768612e-012
3.235936569296226e+005,1.855351e-008,1.784796e-012
3.311311214825853e+005,1.876100e-008,1.801588e-012
3.388441561391967e+005,1.897711e-008,1.819004e-012
3.467368504525256e+005,1.920218e-008,1.837065e-012
3.548133892335693e+005,1.943656e-008,1.855787e-012
3.630780547700950e+005,1.968058e-008,1.875192e-012
3.715352290971660e+005,1.993464e-008,1.895298e-012
3.801893963205545e+005,2.019910e-008,1.916126e-012
3.890451449942738e+005,2.047437e-008,1.937695e-012
3.981071705534903e+005,2.076084e-008,1.960026e-012
4.073802778041056e+005,2.105895e-008,1.983139e-012
4.168693834703281e+005,2.136911e-008,2.007057e-012
4.265795188015852e+005,2.169178e-008,2.031799e-012
4.365158322401583e+005,2.202741e-008,2.057389e-012
4.466835921509552e+005,2.237648e-008,2.083847e-012
4.570881896148669e+005,2.273945e-008,2.111197e-012
4.677351412871899e+005,2.311683e-008,2.139461e-012
4.786300923226299e+005,2.350910e-008,2.168661e-012
4.897788193684375e+005,2.391677e-008,2.198822e-012
5.011872336272634e+005,2.434033e-008,2.229966e-012
5.128613839913558e+005,2.478031e-008,2.262119e-012
5.248074602497633e+005,2.523719e-008,2.295303e-012
5.370317963702432e+005,2.571148e-008,2.329544e-012
5.495408738576148e+005,2.620363e-008,2.364867e-012
5.623413251903391e+005,2.671412e-008,2.401297e-012
5.754399373371467e+005,2.724335e-008,2.438861e-012
5.888436553555785e+005,2.779170e-008,2.477583e-012
6.025595860743470e+005,2.835949e-008,2.517491e-012
6.165950018614712e+005,2.894697e-008,2.558613e-012
6.309573444801820e+005,2.955429e-008,2.600974e-012
6.456542290346441e+005,3.018150e-008,2.644604e-012
6.606934480075843e+005,3.082849e-008,2.689530e-012
6.760829753919698e+005,3.149500e-008,2.735782e-012
6.918309709189242e+005,3.218057e-008,2.783389e-012
7.079457843841253e+005,3.288448e-008,2.832380e-012
7.244359600749771e+005,3.360574e-008,2.882787e-012
7.413102413009043e+005,3.434303e-008,2.934640e-012
7.585775750291703e+005,3.509464e-008,2.987971e-012
7.762471166286779e+005,3.585842e-008,3.042811e-012
7.943282347242674e+005,3.663172e-008,3.099194e-012
8.128305161640848e+005,3.741135e-008,3.157153e-012
8.317637711026561e+005,3.819349e-008,3.216722e-012
8.511380382023612e+005,3.897367e-008,3.277937e-012
8.709635899560649e+005,3.974672e-008,3.340831e-012
8.912509381337294e+005,4.050675e-008,3.405442e-012
9.120108393558932e+005,4.124716e-008,3.471807e-012
9.332543007969741e+005,4.196066e-008,3.539962e-012
9.549925860214186e+005,4.263937e-008,3.609947e-012
9.772372209557928e+005,4.327491e-008,3.681801e-012
9.999999999999817e+005,4.385858e-008,3.755564e-012
1.023292992280735e+006,4.438158e-008,3.831277e-012
1.047128548050880e+006,4.483523e-008,3.908983e-012
1.071519305237587e+006,4.521135e-008,3.988723e-012
1.096478196143165e+006,4.550251e-008,4.070541e-012
1.122018454301943e+006,4.570235e-008,4.154483e-012
1.148153621496861e+006,4.580593e-008,4.240594e-012
1.174897554939508e+006,4.580992e-008,4.328922e-012
1.202264434617390e+006,4.571281e-008,4.419512e-012
1.230268770812359e+006,4.551501e-008,4.512416e-012
1.258925411794144e+006,4.521878e-008,4.607683e-012
1.288249551693110e+006,4.482818e-008,4.705363e-012
1.318256738556382e+006,4.434887e-008,4.805509e-012
1.348962882591628e+006,4.378780e-008,4.908175e-012
1.380384264602859e+006,4.315295e-008,5.013416e-012
1.412537544622727e+006,4.245297e-008,5.121287e-012
1.445439770745900e+006,4.169688e-008,5.231846e-012
1.479108388168179e+006,4.089375e-008,5.345151e-012
1.513561248436179e+006,4.005245e-008,5.461261e-012
1.548816618912452e+006,3.918145e-008,5.580240e-012
1.584893192461083e+006,3.828865e-008,5.702148e-012
1.621810097358899e+006,3.738126e-008,5.827050e-012
1.659586907437529e+006,3.646576e-008,5.955012e-012
1.698243652461712e+006,3.554787e-008,6.086100e-012
1.737800828749342e+006,3.463256e-008,6.220384e-012
1.778279410038889e+006,3.372405e-008,6.357933e-012
1.819700858609949e+006,3.282590e-008,6.498819e-012
1.862087136662832e+006,3.194105e-008,6.643115e-012
1.905460717963211e+006,3.107186e-008,6.790896e-012
1.949844599758008e+006,3.022020e-008,6.942238e-012
1.995262314968841e+006,2.938751e-008,7.097221e-012
2.041737944669490e+006,2.857484e-008,7.255924e-012
2.089296130853999e+006,2.778294e-008,7.418428e-012
2.137962089502191e+006,2.701226e-008,7.584818e-012
2.187761623949510e+006,2.626304e-008,7.755178e-012
2.238721138568296e+006,2.553534e-008,7.929598e-012
2.290867652767729e+006,2.482903e-008,8.108164e-012
2.344228815319877e+006,2.414390e-008,8.290969e-012
2.398832919019444e+006,2.347962e-008,8.478105e-012
2.454708915684983e+006,2.283578e-008,8.669668e-012
2.511886431509531e+006,2.221191e-008,8.865755e-012
2.570395782768813e+006,2.160752e-008,9.066465e-012
2.630267991895330e+006,2.102205e-008,9.271899e-012
2.691534803926863e+006,2.045495e-008,9.482162e-012
2.754228703338112e+006,1.990565e-008,9.697357e-012
2.818382931264398e+006,1.937357e-008,9.917593e-012
2.884031503126549e+006,1.885813e-008,1.014298e-011
2.951209226666328e+006,1.835877e-008,1.037363e-011
3.019951720401957e+006,1.787493e-008,1.060966e-011
3.090295432513529e+006,1.740605e-008,1.085118e-011
3.162277660168317e+006,1.695160e-008,1.109831e-011
3.235936569296219e+006,1.651105e-008,1.135118e-011
3.311311214825845e+006,1.608390e-008,1.160990e-011
3.388441561391958e+006,1.566966e-008,1.187461e-011
3.467368504525248e+006,1.526786e-008,1.214543e-011
3.548133892335684e+006,1.487805e-008,1.242249e-011
3.630780547700941e+006,1.449978e-008,1.270593e-011
3.715352290971651e+006,1.413264e-008,1.299588e-011
3.801893963205536e+006,1.377622e-008,1.329248e-011
3.890451449942728e+006,1.343014e-008,1.359587e-011
3.981071705534893e+006,1.309402e-008,1.390618e-011
4.073802778041046e+006,1.276752e-008,1.422358e-011
4.168693834703270e+006,1.245029e-008,1.454820e-011
4.265795188015841e+006,1.214200e-008,1.488019e-011
4.365158322401572e+006,1.184234e-008,1.521971e-011
4.466835921509542e+006,1.155102e-008,1.556691e-011
4.570881896148658e+006,1.126775e-008,1.592195e-011
4.677351412871888e+006,1.099225e-008,1.628499e-011
4.786300923226287e+006,1.072427e-008,1.665618e-011
4.897788193684363e+006,1.046354e-008,1.703569e-011
5.011872336272622e+006,1.020984e-008,1.742368e-011
5.128613839913545e+006,9.962933e-009,1.782033e-011
5.248074602497620e+006,9.722594e-009,1.822581e-011
5.370317963702418e+006,9.488615e-009,1.864027e-011
5.495408738576134e+006,9.260794e-009,1.906390e-011
5.623413251903377e+006,9.038933e-009,1.949688e-011
5.754399373371452e+006,8.822849e-009,1.993936e-011
5.888436553555770e+006,8.612361e-009,2.039154e-011
6.025595860743455e+006,8.407298e-009,2.085360e-011
6.165950018614695e+006,8.207494e-009,2.132570e-011
6.309573444801803e+006,8.012790e-009,2.180804e-011
6.456542290346422e+006,7.823035e-009,2.230079e-011
6.606934480075824e+006,7.638080e-009,2.280413e-011
6.760829753919679e+006,7.457786e-009,2.331824e-011
6.918309709189222e+006,7.282015e-009,2.384331e-011
7.079457843841233e+006,7.110637e-009,2.437952e-011
7.244359600749752e+006,6.943526e-009,2.492704e-011
7.413102413009022e+006,6.780561e-009,2.548606e-011
7.585775750291681e+006,6.621624e-009,2.605676e-011
7.762471166286756e+006,6.466602e-009,2.663930e-011
7.943282347242650e+006,6.315386e-009,2.723386e-011
8.128305161640823e+006,6.167872e-009,2.784062e-011
8.317637711026536e+006,6.023956e-009,2.845974e-011
8.511380382023586e+006,5.883543e-009,2.909139e-011
8.709635899560623e+006,5.746535e-009,2.973572e-011
8.912509381337266e+006,5.612842e-009,3.039290e-011
9.120108393558905e+006,5.482375e-009,3.106307e-011
9.332543007969713e+006,5.355048e-009,3.174637e-011
9.549925860214157e+006,5.230778e-009,3.244294e-011
9.772372209557900e+006,5.109485e-009,3.315291e-011
9.999999999999788e+006,4.991091e-009,3.387640e-011
1.023292992280732e+007,4.875520e-009,3.461353e-011
1.047128548050877e+007,4.762700e-009,3.536440e-011
1.071519305237583e+007,4.652559e-009,3.612909e-011
1.096478196143162e+007,4.545029e-009,3.690768e-011
1.122018454301939e+007,4.440044e-009,3.770024e-011
1.148153621496858e+007,4.337538e-009,3.850683e-011
1.174897554939504e+007,4.237450e-009,3.932747e-011
1.202264434617387e+007,4.139717e-009,4.016219e-011
1.230268770812355e+007,4.044281e-009,4.101099e-011
1.258925411794140e+007,3.951085e-009,4.187385e-011
1.288249551693106e+007,3.860073e-009,4.275073e-011
1.318256738556379e+007,3.771190e-009,4.364158e-011
1.348962882591625e+007,3.684385e-009,4.454630e-011
1.380384264602855e+007,3.599605e-009,4.546479e-011
1.412537544622724e+007,3.516801e-009,4.639692e-011
1.445439770745896e+007,3.435925e-009,4.734252e-011
1.479108388168175e+007,3.356929e-009,4.830140e-011
1.513561248436175e+007,3.279769e-009,4.927333e-011
1.548816618912448e+007,3.204398e-009,5.025805e-011
1.584893192461079e+007,3.130775e-009,5.125527e-011
1.621810097358895e+007,3.058855e-009,5.226467e-011
1.659586907437524e+007,2.988600e-009,5.328587e-011
1.698243652461707e+007,2.919968e-009,5.431846e-011
1.737800828749337e+007,2.852920e-009,5.536199e-011
1.778279410038884e+007,2.787419e-009,5.641596e-011
1.819700858609944e+007,2.723427e-009,5.747983e-011
1.862087136662827e+007,2.660909e-009,5.855302e-011
1.905460717963205e+007,2.599830e-009,5.963488e-011
1.949844599758003e+007,2.540155e-009,6.072472e-011
1.995262314968836e+007,2.481850e-009,6.182181e-011
2.041737944669485e+007,2.424884e-009,6.292535e-011
2.089296130853994e+007,2.369224e-009,6.403448e-011
2.137962089502185e+007,2.314841e-009,6.514830e-011
2.187761623949505e+007,2.261703e-009,6.626586e-011
2.238721138568290e+007,2.209781e-009,6.738612e-011
2.290867652767723e+007,2.159046e-009,6.850803e-011
2.344228815319870e+007,2.109472e-009,6.963042e-011
2.398832919019438e+007,2.061030e-009,7.075212e-011
2.454708915684976e+007,2.013693e-009,7.187188e-011
2.511886431509525e+007,1.967436e-009,7.298837e-011
2.570395782768807e+007,1.922234e-009,7.410025e-011
2.630267991895324e+007,1.878062e-009,7.520609e-011
2.691534803926856e+007,1.834896e-009,7.630442e-011
2.754228703338105e+007,1.792711e-009,7.739372e-011
2.818382931264391e+007,1.751486e-009,7.847243e-011
2.884031503126542e+007,1.711198e-009,7.953892e-011
2.951209226666320e+007,1.671824e-009,8.059153e-011
3.019951720401949e+007,1.633345e-009,8.162859e-011
3.090295432513522e+007,1.595738e-009,8.264836e-011
3.162277660168309e+007,1.558983e-009,8.364909e-011
3.235936569296210e+007,1.523061e-009,8.462901e-011
3.311311214825837e+007,1.487952e-009,8.558632e-011
3.388441561391950e+007,1.453637e-009,8.651921e-011
3.467368504525239e+007,1.420098e-009,8.742589e-011
3.548133892335676e+007,1.387317e-009,8.830455e-011
3.630780547700933e+007,1.355275e-009,8.915340e-011
3.715352290971643e+007,1.323956e-009,8.997066e-011
3.801893963205528e+007,1.293344e-009,9.075460e-011
3.890451449942719e+007,1.263420e-009,9.150349e-011
3.981071705534884e+007,1.234171e-009,9.221568e-011
4.073802778041036e+007,1.205579e-009,9.288954e-011
4.168693834703261e+007,1.177629e-009,9.352350e-011
4.265795188015831e+007,1.150307e-009,9.411610e-011
4.365158322401562e+007,1.123598e-009,9.466591e-011
4.466835921509531e+007,1.097488e-009,9.517159e-011
4.570881896148648e+007,1.071962e-009,9.563193e-011
4.677351412871877e+007,1.047008e-009,9.604578e-011
4.786300923226276e+007,1.022611e-009,9.641210e-011
4.897788193684352e+007,9.987595e-010,9.672998e-011
5.011872336272611e+007,9.754400e-010,9.699862e-011
5.128613839913534e+007,9.526403e-010,9.721733e-011
5.248074602497608e+007,9.303482e-010,9.738557e-011
5.370317963702407e+007,9.085521e-010,9.750292e-011
5.495408738576122e+007,8.872402e-010,9.756908e-011
5.623413251903364e+007,8.664015e-010,9.758391e-011
5.754399373371439e+007,8.460246e-010,9.754739e-011
5.888436553555757e+007,8.260992e-010,9.745965e-011
6.025595860743441e+007,8.066144e-010,9.732094e-011
6.165950018614683e+007,7.875602e-010,9.713165e-011
6.309573444801790e+007,7.689264e-010,9.689231e-011
6.456542290346409e+007,7.507033e-010,9.660355e-011
6.606934480075811e+007,7.328814e-010,9.626617e-011
6.760829753919666e+007,7.154511e-010,9.588105e-011
6.918309709189209e+007,6.984037e-010,9.544921e-011
7.079457843841220e+007,6.817299e-010,9.497177e-011
7.244359600749739e+007,6.654213e-010,9.444992e-011
7.413102413009009e+007,6.494693e-010,9.388500e-011
7.585775750291668e+007,6.338656e-010,9.327840e-011
7.762471166286743e+007,6.186021e-010,9.263159e-011
7.943282347242636e+007,6.036711e-010,9.194612e-011
8.128305161640808e+007,5.890647e-010,9.122361e-011
8.317637711026521e+007,5.747755e-010,9.046572e-011
8.511380382023571e+007,5.607962e-010,8.967414e-011
8.709635899560608e+007,5.471196e-010,8.885064e-011
8.912509381337252e+007,5.337388e-010,8.799699e-011
9.120108393558890e+007,5.206471e-010,8.711497e-011
9.332543007969697e+007,5.078377e-010,8.620642e-011
9.549925860214141e+007,4.953042e-010,8.527311e-011
9.772372209557883e+007,4.830405e-010,8.431690e-011
1.000000000000000e+008,4.710403e-010,8.333956e-011
