frequency,V(onoise),V(rs)
1.479108388168183e+005,4.537501e-008,4.438603e-008
1.513561248436183e+005,4.434798e-008,4.337618e-008
1.548816618912456e+005,4.334441e-008,4.238928e-008
1.584893192461087e+005,4.236379e-008,4.142481e-008
1.621810097358903e+005,4.140558e-008,4.048227e-008
1.659586907437533e+005,4.046930e-008,3.956115e-008
1.698243652461716e+005,3.955443e-008,3.866098e-008
1.737800828749346e+005,3.866051e-008,3.778128e-008
1.778279410038893e+005,3.778705e-008,3.692157e-008
1.819700858609953e+005,3.693359e-008,3.608142e-008
1.862087136662836e+005,3.609969e-008,3.526037e-008
1.905460717963215e+005,3.528491e-008,3.445799e-008
1.949844599758012e+005,3.448881e-008,3.367387e-008
1.995262314968846e+005,3.371098e-008,3.290757e-008
2.041737944669495e+005,3.295099e-008,3.215870e-008
2.089296130854004e+005,3.220846e-008,3.142687e-008
2.137962089502196e+005,3.148299e-008,3.071168e-008
2.187761623949515e+005,3.077419e-008,3.001276e-008
2.238721138568301e+005,3.008169e-008,2.932974e-008
2.290867652767734e+005,2.940512e-008,2.866225e-008
2.344228815319882e+005,2.874413e-008,2.800995e-008
2.398832919019449e+005,2.809837e-008,2.737249e-008
2.454708915684988e+005,2.746749e-008,2.674953e-008
2.511886431509537e+005,2.685116e-008,2.614074e-008
2.570395782768819e+005,2.624905e-008,2.554580e-008
2.630267991895336e+005,2.566085e-008,2.496440e-008
2.691534803926869e+005,2.508624e-008,2.439623e-008
2.754228703338119e+005,2.452492e-008,2.384098e-008
2.818382931264405e+005,2.397660e-008,2.329837e-008
2.884031503126556e+005,2.344097e-008,2.276810e-008
2.951209226666334e+005,2.291776e-008,2.224990e-008
3.019951720401964e+005,2.240670e-008,2.174349e-008
3.090295432513537e+005,2.190750e-008,2.124860e-008
3.162277660168324e+005,2.141990e-008,2.076498e-008
3.235936569296226e+005,2.094366e-008,2.029236e-008
3.311311214825853e+005,2.047850e-008,1.983049e-008
3.388441561391967e+005,2.002420e-008,1.937913e-008
3.467368504525256e+005,1.958050e-008,1.893805e-008
3.548133892335693e+005,1.914717e-008,1.850700e-008
3.630780547700950e+005,1.872398e-008,1.808576e-008
3.715352290971660e+005,1.831070e-008,1.767411e-008
3.801893963205545e+005,1.790712e-008,1.727183e-008
3.890451449942738e+005,1.751302e-008,1.687870e-008
3.981071705534903e+005,1.712820e-008,1.649452e-008
4.073802778041056e+005,1.675244e-008,1.611908e-008
4.168693834703281e+005,1.638555e-008,1.575218e-008
4.265795188015852e+005,1.602733e-008,1.539364e-008
4.365158322401583e+005,1.567759e-008,1.504325e-008
4.466835921509552e+005,1.533615e-008,1.470084e-008
4.570881896148669e+005,1.500282e-008,1.436622e-008
4.677351412871899e+005,1.467743e-008,1.403922e-008
4.786300923226299e+005,1.435980e-008,1.371966e-008
4.897788193684375e+005,1.404976e-008,1.340737e-008
5.011872336272634e+005,1.374715e-008,1.310219e-008
5.128613839913558e+005,1.345181e-008,1.280396e-008
5.248074602497633e+005,1.316357e-008,1.251251e-008
5.370317963702432e+005,1.288229e-008,1.222770e-008
5.495408738576148e+005,1.260780e-008,1.194936e-008
5.623413251903391e+005,1.233997e-008,1.167737e-008
5.754399373371467e+005,1.207866e-008,1.141156e-008
5.888436553555785e+005,1.182371e-008,1.115180e-008
6.025595860743470e+005,1.157499e-008,1.089796e-008
6.165950018614712e+005,1.133238e-008,1.064989e-008
6.309573444801820e+005,1.109573e-008,1.040747e-008
6.456542290346441e+005,1.086492e-008,1.017057e-008
6.606934480075843e+005,1.063983e-008,9.939060e-009
6.760829753919698e+005,1.042032e-008,9.712819e-009
6.918309709189242e+005,1.020629e-008,9.491727e-009
7.079457843841253e+005,9.997621e-009,9.275666e-009
7.244359600749771e+005,9.794189e-009,9.064524e-009
7.413102413009043e+005,9.595888e-009,8.858187e-009
7.585775750291703e+005,9.402608e-009,8.656547e-009
7.762471166286779e+005,9.214243e-009,8.459496e-009
7.943282347242674e+005,9.030688e-009,8.266930e-009
8.128305161640848e+005,8.851842e-009,8.078747e-009
8.317637711026561e+005,8.677604e-009,7.894847e-009
8.511380382023612e+005,8.507878e-009,7.715133e-009
8.709635899560649e+005,8.342568e-009,7.539509e-009
8.912509381337294e+005,8.181580e-009,7.367883e-009
9.120108393558932e+005,8.024822e-009,7.200163e-009
9.332543007969741e+005,7.872206e-009,7.036260e-009
9.549925860214186e+005,7.723644e-009,6.876089e-009
9.772372209557928e+005,7.579050e-009,6.719562e-009
9.999999999999817e+005,7.438341e-009,6.566598e-009
1.023292992280735e+006,7.301432e-009,6.417116e-009
1.047128548050880e+006,7.168245e-009,6.271036e-009
1.071519305237587e+006,7.038699e-009,6.128281e-009
1.096478196143165e+006,6.912718e-009,5.988775e-009
1.122018454301943e+006,6.790224e-009,5.852444e-009
1.148153621496861e+006,6.671144e-009,5.719216e-009
1.174897554939508e+006,6.555403e-009,5.589020e-009
1.202264434617390e+006,6.442932e-009,5.461788e-009
1.230268770812359e+006,6.333657e-009,5.337452e-009
1.258925411794144e+006,6.227510e-009,5.215945e-009
1.288249551693110e+006,6.124422e-009,5.097204e-009
1.318256738556382e+006,6.024328e-009,4.981166e-009
1.348962882591628e+006,5.927160e-009,4.867768e-009
1.380384264602859e+006,5.832853e-009,4.756951e-009
1.412537544622727e+006,5.741345e-009,4.648657e-009
1.445439770745900e+006,5.652571e-009,4.542827e-009
1.479108388168179e+006,5.566471e-009,4.439406e-009
1.513561248436179e+006,5.482983e-009,4.338339e-009
1.548816618912452e+006,5.402047e-009,4.239571e-009
1.584893192461083e+006,5.323605e-009,4.143052e-009
1.621810097358899e+006,5.247597e-009,4.048729e-009
1.659586907437529e+006,5.173967e-009,3.956554e-009
1.698243652461712e+006,5.102658e-009,3.866475e-009
1.737800828749342e+006,5.033615e-009,3.778447e-009
1.778279410038889e+006,4.966781e-009,3.692422e-009
1.819700858609949e+006,4.902104e-009,3.608355e-009
1.862087136662832e+006,4.839530e-009,3.526201e-009
1.905460717963211e+006,4.779005e-009,3.445917e-009
1.949844599758008e+006,4.720478e-009,3.367460e-009
1.995262314968841e+006,4.663899e-009,3.290788e-009
2.041737944669490e+006,4.609215e-009,3.215861e-009
2.089296130853999e+006,4.556379e-009,3.142639e-009
2.137962089502191e+006,4.505340e-009,3.071083e-009
2.187761623949510e+006,4.456050e-009,3.001156e-009
2.238721138568296e+006,4.408462e-009,2.932820e-009
2.290867652767729e+006,4.362529e-009,2.866039e-009
2.344228815319877e+006,4.318204e-009,2.800777e-009
2.398832919019444e+006,4.275443e-009,2.737000e-009
2.454708915684983e+006,4.234200e-009,2.674675e-009
2.511886431509531e+006,4.194432e-009,2.613768e-009
2.570395782768813e+006,4.156096e-009,2.554247e-009
2.630267991895330e+006,4.119149e-009,2.496080e-009
2.691534803926863e+006,4.083548e-009,2.439236e-009
2.754228703338112e+006,4.049255e-009,2.383685e-009
2.818382931264398e+006,4.016227e-009,2.329399e-009
2.884031503126549e+006,3.984426e-009,2.276348e-009
2.951209226666328e+006,3.953813e-009,2.224503e-009
3.019951720401957e+006,3.924351e-009,2.173838e-009
3.090295432513529e+006,3.896002e-009,2.124326e-009
3.162277660168317e+006,3.868729e-009,2.075940e-009
3.235936569296219e+006,3.842498e-009,2.028655e-009
3.311311214825845e+006,3.817274e-009,1.982445e-009
3.388441561391958e+006,3.793022e-009,1.937286e-009
3.467368504525248e+006,3.769710e-009,1.893155e-009
3.548133892335684e+006,3.747305e-009,1.850027e-009
3.630780547700941e+006,3.725775e-009,1.807880e-009
3.715352290971651e+006,3.705090e-009,1.766692e-009
3.801893963205536e+006,3.685220e-009,1.726441e-009
3.890451449942728e+006,3.666136e-009,1.687104e-009
3.981071705534893e+006,3.647809e-009,1.648663e-009
4.073802778041046e+006,3.630211e-009,1.611095e-009
4.168693834703270e+006,3.613315e-009,1.574382e-009
4.265795188015841e+006,3.597096e-009,1.538504e-009
4.365158322401572e+006,3.581528e-009,1.503441e-009
4.466835921509542e+006,3.566586e-009,1.469176e-009
4.570881896148658e+006,3.552246e-009,1.435689e-009
4.677351412871888e+006,3.538485e-009,1.402964e-009
4.786300923226287e+006,3.525281e-009,1.370982e-009
4.897788193684363e+006,3.512610e-009,1.339728e-009
5.011872336272622e+006,3.500453e-009,1.309183e-009
5.128613839913545e+006,3.488789e-009,1.279333e-009
5.248074602497620e+006,3.477597e-009,1.250162e-009
5.370317963702418e+006,3.466859e-009,1.221653e-009
5.495408738576134e+006,3.456556e-009,1.193792e-009
5.623413251903377e+006,3.446669e-009,1.166564e-009
5.754399373371452e+006,3.437182e-009,1.139954e-009
5.888436553555770e+006,3.428078e-009,1.113949e-009
6.025595860743455e+006,3.419339e-009,1.088534e-009
6.165950018614695e+006,3.410952e-009,1.063697e-009
6.309573444801803e+006,3.402899e-009,1.039424e-009
6.456542290346422e+006,3.395166e-009,1.015701e-009
6.606934480075824e+006,3.387740e-009,9.925177e-010
6.760829753919679e+006,3.380606e-009,9.698603e-010
6.918309709189222e+006,3.373751e-009,9.477172e-010
7.079457843841233e+006,3.367163e-009,9.260766e-010
7.244359600749752e+006,3.360828e-009,9.049270e-010
7.413102413009022e+006,3.354735e-009,8.842573e-010
7.585775750291681e+006,3.348872e-009,8.640564e-010
7.762471166286756e+006,3.343228e-009,8.443137e-010
7.943282347242650e+006,3.337792e-009,8.250187e-010
8.128305161640823e+006,3.332554e-009,8.061612e-010
8.317637711026536e+006,3.327503e-009,7.877312e-010
8.511380382023586e+006,3.322629e-009,7.697188e-010
8.709635899560623e+006,3.317924e-009,7.521146e-010
8.912509381337266e+006,3.313377e-009,7.349094e-010
9.120108393558905e+006,3.308980e-009,7.180937e-010
9.332543007969713e+006,3.304725e-009,7.016588e-010
9.549925860214157e+006,3.300602e-009,6.855961e-010
9.772372209557900e+006,3.296603e-009,6.698970e-010
9.999999999999788e+006,3.292721e-009,6.545530e-010
1.023292992280732e+007,3.288948e-009,6.395562e-010
1.047128548050877e+007,3.285276e-009,6.248986e-010
1.071519305237583e+007,3.281698e-009,6.105724e-010
1.096478196143162e+007,3.278206e-009,5.965701e-010
1.122018454301939e+007,3.274795e-009,5.828841e-010
1.148153621496858e+007,3.271456e-009,5.695073e-010
1.174897554939504e+007,3.268183e-009,5.564326e-010
1.202264434617387e+007,3.264969e-009,5.436530e-010
1.230268770812355e+007,3.261808e-009,5.311618e-010
1.258925411794140e+007,3.258694e-009,5.189523e-010
1.288249551693106e+007,3.255621e-009,5.070182e-010
1.318256738556379e+007,3.252581e-009,4.953530e-010
1.348962882591625e+007,3.249570e-009,4.839507e-010
1.380384264602855e+007,3.246580e-009,4.728051e-010
1.412537544622724e+007,3.243606e-009,4.619104e-010
1.445439770745896e+007,3.240643e-009,4.512608e-010
1.479108388168175e+007,3.237683e-009,4.408507e-010
1.513561248436175e+007,3.234722e-009,4.306746e-010
1.548816618912448e+007,3.231753e-009,4.207270e-010
1.584893192461079e+007,3.228770e-009,4.110028e-010
1.621810097358895e+007,3.225768e-009,4.014968e-010
1.659586907437524e+007,3.222741e-009,3.922040e-010
1.698243652461707e+007,3.219682e-009,3.831195e-010
1.737800828749337e+007,3.216586e-009,3.742384e-010
1.778279410038884e+007,3.213447e-009,3.655561e-010
1.819700858609944e+007,3.210259e-009,3.570680e-010
1.862087136662827e+007,3.207016e-009,3.487697e-010
1.905460717963205e+007,3.203711e-009,3.406568e-010
1.949844599758003e+007,3.200338e-009,3.327249e-010
1.995262314968836e+007,3.196892e-009,3.249700e-010
2.041737944669485e+007,3.193365e-009,3.173879e-010
2.089296130853994e+007,3.189752e-009,3.099747e-010
2.137962089502185e+007,3.186045e-009,3.027265e-010
2.187761623949505e+007,3.182239e-009,2.956394e-010
2.238721138568290e+007,3.178326e-009,2.887098e-010
2.290867652767723e+007,3.174299e-009,2.819340e-010
2.344228815319870e+007,3.170151e-009,2.753085e-010
2.398832919019438e+007,3.165876e-009,2.688298e-010
2.454708915684976e+007,3.161466e-009,2.624945e-010
2.511886431509525e+007,3.156914e-009,2.562994e-010
2.570395782768807e+007,3.152212e-009,2.502412e-010
2.630267991895324e+007,3.147352e-009,2.443168e-010
2.691534803926856e+007,3.142327e-009,2.385230e-010
2.754228703338105e+007,3.137129e-009,2.328570e-010
2.818382931264391e+007,3.131749e-009,2.273157e-010
2.884031503126542e+007,3.126180e-009,2.218964e-010
2.951209226666320e+007,3.120413e-009,2.165962e-010
3.019951720401949e+007,3.114441e-009,2.114123e-010
3.090295432513522e+007,3.108253e-009,2.063423e-010
3.162277660168309e+007,3.101842e-009,2.013834e-010
3.235936569296210e+007,3.095199e-009,1.965332e-010
3.311311214825837e+007,3.088314e-009,1.917891e-010
3.388441561391950e+007,3.081180e-009,1.871488e-010
3.467368504525239e+007,3.073787e-009,1.826100e-010
3.548133892335676e+007,3.066124e-009,1.781704e-010
3.630780547700933e+007,3.058185e-009,1.738276e-010
3.715352290971643e+007,3.049959e-009,1.695798e-010
3.801893963205528e+007,3.041437e-009,1.654245e-010
3.890451449942719e+007,3.032609e-009,1.613600e-010
3.981071705534884e+007,3.023467e-009,1.573840e-010
4.073802778041036e+007,3.014002e-009,1.534948e-010
4.168693834703261e+007,3.004204e-009,1.496904e-010
4.265795188015831e+007,2.994064e-009,1.459690e-010
4.365158322401562e+007,2.983573e-009,1.423288e-010
4.466835921509531e+007,2.972723e-009,1.387681e-010
4.570881896148648e+007,2.961504e-009,1.352851e-010
4.677351412871877e+007,2.949909e-009,1.318783e-010
4.786300923226276e+007,2.937930e-009,1.285460e-010
4.897788193684352e+007,2.925559e-009,1.252868e-010
5.011872336272611e+007,2.912788e-009,1.220991e-010
5.128613839913534e+007,2.899610e-009,1.189815e-010
5.248074602497608e+007,2.886018e-009,1.159325e-010
5.370317963702407e+007,2.872007e-009,1.129508e-010
5.495408738576122e+007,2.857570e-009,1.100350e-010
5.623413251903364e+007,2.842702e-009,1.071840e-010
5.754399373371439e+007,2.827399e-009,1.043963e-010
5.888436553555757e+007,2.811656e-009,1.016709e-010
6.025595860743441e+007,2.795471e-009,9.900648e-011
6.165950018614683e+007,2.778841e-009,9.640198e-011
6.309573444801790e+007,2.761763e-009,9.385627e-011
6.456542290346409e+007,2.744236e-009,9.136828e-011
6.606934480075811e+007,2.726261e-009,8.893697e-011
6.760829753919666e+007,2.707838e-009,8.656133e-011
6.918309709189209e+007,2.688967e-009,8.424036e-011
7.079457843841220e+007,2.669653e-009,8.197311e-011
7.244359600749739e+007,2.649897e-009,7.975865e-011
7.413102413009009e+007,2.629704e-009,7.759608e-011
7.585775750291668e+007,2.609080e-009,7.548449e-011
7.762471166286743e+007,2.588030e-009,7.342303e-011
7.943282347242636e+007,2.566562e-009,7.141086e-011
8.128305161640808e+007,2.544684e-009,6.944714e-011
8.317637711026521e+007,2.522405e-009,6.753106e-011
8.511380382023571e+007,2.499736e-009,6.566183e-011
8.709635899560608e+007,2.476687e-009,6.383866e-011
8.912509381337252e+007,2.453271e-009,6.206077e-011
9.120108393558890e+007,2.429501e-009,6.032742e-011
9.332543007969697e+007,2.405390e-009,5.863784e-011
9.549925860214141e+007,2.380955e-009,5.699130e-011
9.772372209557883e+007,2.356209e-009,5.538706e-011
1.000000000000000e+008,2.331171e-009,5.382439e-011
