frequency,(V(onoise)-4*4.11*1e(U+2212)21*1e6)/(1e6)
2.089296130853994e+007,8.982736e-015
2.137962089502185e+007,8.789366e-015
2.187761623949505e+007,8.599725e-015
2.238721138568290e+007,8.413774e-015
2.290867652767723e+007,8.231466e-015
2.344228815319870e+007,8.052756e-015
2.398832919019438e+007,7.877596e-015
2.454708915684976e+007,7.705940e-015
2.511886431509525e+007,7.537738e-015
2.570395782768807e+007,7.372941e-015
2.630267991895324e+007,7.211499e-015
2.691534803926856e+007,7.053362e-015
2.754228703338105e+007,6.898478e-015
2.818382931264391e+007,6.746796e-015
2.884031503126542e+007,6.598265e-015
2.951209226666320e+007,6.452833e-015
3.019951720401949e+007,6.310449e-015
3.090295432513522e+007,6.171062e-015
3.162277660168309e+007,6.034619e-015
3.235936569296210e+007,5.901069e-015
3.311311214825837e+007,5.770362e-015
3.388441561391950e+007,5.642447e-015
3.467368504525239e+007,5.517272e-015
3.548133892335676e+007,5.394789e-015
3.630780547700933e+007,5.274947e-015
3.715352290971643e+007,5.157696e-015
3.801893963205528e+007,5.042988e-015
3.890451449942719e+007,4.930775e-015
3.981071705534884e+007,4.821009e-015
4.073802778041036e+007,4.713642e-015
4.168693834703261e+007,4.608628e-015
4.265795188015831e+007,4.505921e-015
4.365158322401562e+007,4.405475e-015
4.466835921509531e+007,4.307245e-015
4.570881896148648e+007,4.211187e-015
4.677351412871877e+007,4.117257e-015
4.786300923226276e+007,4.025412e-015
4.897788193684352e+007,3.935611e-015
5.011872336272611e+007,3.847811e-015
5.128613839913534e+007,3.761972e-015
5.248074602497608e+007,3.678052e-015
5.370317963702407e+007,3.596013e-015
5.495408738576122e+007,3.515816e-015
5.623413251903364e+007,3.437422e-015
5.754399373371439e+007,3.360794e-015
5.888436553555757e+007,3.285894e-015
6.025595860743441e+007,3.212687e-015
6.165950018614683e+007,3.141138e-015
6.309573444801790e+007,3.071210e-015
6.456542290346409e+007,3.002870e-015
6.606934480075811e+007,2.936084e-015
6.760829753919666e+007,2.870819e-015
6.918309709189209e+007,2.807043e-015
7.079457843841220e+007,2.744724e-015
7.244359600749739e+007,2.683832e-015
7.413102413009009e+007,2.624335e-015
7.585775750291668e+007,2.566204e-015
7.762471166286743e+007,2.509410e-015
7.943282347242636e+007,2.453924e-015
8.128305161640808e+007,2.399718e-015
8.317637711026521e+007,2.346764e-015
8.511380382023571e+007,2.295036e-015
8.709635899560608e+007,2.244507e-015
8.912509381337252e+007,2.195152e-015
9.120108393558890e+007,2.146945e-015
9.332543007969697e+007,2.099861e-015
9.549925860214141e+007,2.053878e-015
9.772372209557883e+007,2.008970e-015
1.000000000000000e+008,1.965114e-015
