frequency,V(onoise)/gain
2.238721138568290e+007,9.295318e-010
2.290867652767723e+007,9.292455e-010
2.344228815319870e+007,9.289461e-010
2.398832919019438e+007,9.286329e-010
2.454708915684976e+007,9.283053e-010
2.511886431509525e+007,9.279628e-010
2.570395782768807e+007,9.276046e-010
2.630267991895324e+007,9.272301e-010
2.691534803926856e+007,9.268385e-010
2.754228703338105e+007,9.264290e-010
2.818382931264391e+007,9.260009e-010
2.884031503126542e+007,9.255535e-010
2.951209226666320e+007,9.250858e-010
3.019951720401949e+007,9.245969e-010
3.090295432513522e+007,9.240861e-010
3.162277660168309e+007,9.235522e-010
3.235936569296210e+007,9.229942e-010
3.311311214825837e+007,9.224113e-010
3.388441561391950e+007,9.218024e-010
3.467368504525239e+007,9.211663e-010
3.548133892335676e+007,9.205019e-010
3.630780547700933e+007,9.198080e-010
3.715352290971643e+007,9.190834e-010
3.801893963205528e+007,9.183269e-010
3.890451449942719e+007,9.175370e-010
3.981071705534884e+007,9.167126e-010
4.073802778041036e+007,9.158522e-010
4.168693834703261e+007,9.149543e-010
4.265795188015831e+007,9.140174e-010
4.365158322401562e+007,9.130401e-010
4.466835921509531e+007,9.120207e-010
4.570881896148648e+007,9.109577e-010
4.677351412871877e+007,9.098493e-010
4.786300923226276e+007,9.086939e-010
4.897788193684352e+007,9.074897e-010
5.011872336272611e+007,9.062348e-010
5.128613839913534e+007,9.049276e-010
5.248074602497608e+007,9.035658e-010
5.370317963702407e+007,9.021478e-010
5.495408738576122e+007,9.006715e-010
5.623413251903364e+007,8.991351e-010
5.754399373371439e+007,8.975363e-010
5.888436553555757e+007,8.958731e-010
6.025595860743441e+007,8.941434e-010
6.165950018614683e+007,8.923450e-010
6.309573444801790e+007,8.904759e-010
6.456542290346409e+007,8.885339e-010
6.606934480075811e+007,8.865167e-010
6.760829753919666e+007,8.844221e-010
6.918309709189209e+007,8.822480e-010
7.079457843841220e+007,8.799921e-010
7.244359600749739e+007,8.776524e-010
7.413102413009009e+007,8.752264e-010
7.585775750291668e+007,8.727122e-010
7.762471166286743e+007,8.701076e-010
7.943282347242636e+007,8.674105e-010
8.128305161640808e+007,8.646188e-010
8.317637711026521e+007,8.617307e-010
8.511380382023571e+007,8.587441e-010
8.709635899560608e+007,8.556571e-010
8.912509381337252e+007,8.524682e-010
9.120108393558890e+007,8.491755e-010
9.332543007969697e+007,8.457776e-010
9.549925860214141e+007,8.422730e-010
9.772372209557883e+007,8.386602e-010
1.000000000000000e+008,8.349384e-010
