Freq.	V(test)/I(Test)
4.67735141287193e+001	(2.64150622167230e-003dB,7.81762714314217e-005°)
4.78630092322633e+001	(2.64150622289663e-003dB,7.99972307094200e-005°)
4.89778819368441e+001	(2.64150622422699e-003dB,8.18606055771834e-005°)
5.01187233627267e+001	(2.64150622553615e-003dB,8.37673840206678e-005°)
5.12861383991359e+001	(2.64150622695135e-003dB,8.57185770389785e-005°)
5.24807460249767e+001	(2.64150622834535e-003dB,8.77152191804122e-005°)
5.37031796370247e+001	(2.64150622984153e-003dB,8.97583690909855e-005°)
5.49540873857618e+001	(2.64150623156137e-003dB,9.18491100757472e-005°)
5.62341325190343e+001	(2.64150623313467e-003dB,9.39885506731537e-005°)
5.75439937337150e+001	(2.64150623480823e-003dB,9.61778252428363e-005°)
5.88843655355582e+001	(2.64150623669967e-003dB,9.84180945670568e-005°)
6.02559586074351e+001	(2.64150623856411e-003dB,1.00710546466154e-004°)
6.16595001861475e+001	(2.64150624064835e-003dB,1.03056396428358e-004°)
6.30957344480186e+001	(2.64150624258028e-003dB,1.05456888254248e-004°)
6.45654229034648e+001	(2.64150624472622e-003dB,1.07913294716236e-004°)
6.60693448007589e+001	(2.64150624721150e-003dB,1.10426918233405e-004°)
6.76082975391974e+001	(2.64150624953675e-003dB,1.12999091562063e-004°)
6.91830970918929e+001	(2.64150625207409e-003dB,1.15631178502397e-004°)
7.07945784384130e+001	(2.64150625457286e-003dB,1.18324574621573e-004°)
7.24435960074982e+001	(2.64150625740520e-003dB,1.21080707993683e-004°)
7.41310241300909e+001	(2.64150626031851e-003dB,1.23901039956923e-004°)
7.58577575029175e+001	(2.64150626319133e-003dB,1.26787065888421e-004°)
7.76247116628683e+001	(2.64150626638421e-003dB,1.29740315997107e-004°)
7.94328234724272e+001	(2.64150626990486e-003dB,1.32762356135036e-004°)
8.12830516164090e+001	(2.64150627312474e-003dB,1.35854788627624e-004°)
8.31763771102661e+001	(2.64150627691339e-003dB,1.39019253123248e-004°)
8.51138038202366e+001	(2.64150628052659e-003dB,1.42257427462562e-004°)
8.70963589956070e+001	(2.64150628469701e-003dB,1.45571028568156e-004°)
8.91250938133735e+001	(2.64150628880765e-003dB,1.48961813354842e-004°)
9.12010839355899e+001	(2.64150629310531e-003dB,1.52431579661241e-004°)
9.33254300796980e+001	(2.64150629783101e-003dB,1.55982167202985e-004°)
9.54992586021425e+001	(2.64150630248536e-003dB,1.59615458548159e-004°)
9.77237220955799e+001	(2.64150630756583e-003dB,1.63333380115487e-004°)
9.99999999999988e+001	(2.64150631281596e-003dB,1.67137903195709e-004°)
1.02329299228074e+002	(2.64150631823576e-003dB,1.71031044996805e-004°)
1.04712854805089e+002	(2.64150632381944e-003dB,1.75014869713533e-004°)
1.07151930523759e+002	(2.64150632993528e-003dB,1.79091489621911e-004°)
1.09647819614317e+002	(2.64150633620728e-003dB,1.83263066199129e-004°)
1.12201845430195e+002	(2.64150634300565e-003dB,1.87531811269632e-004°)
1.14815362149687e+002	(2.64150634970183e-003dB,1.91899988177817e-004°)
1.17489755493952e+002	(2.64150635716153e-003dB,1.96369912988140e-004°)
1.20226443461740e+002	(2.64150636438793e-003dB,2.00943955713043e-004°)
1.23026877081237e+002	(2.64150637248775e-003dB,2.05624541569648e-004°)
1.25892541179415e+002	(2.64150638084207e-003dB,2.10414152265560e-004°)
1.28824955169312e+002	(2.64150638956465e-003dB,2.15315327314736e-004°)
1.31825673855639e+002	(2.64150639864971e-003dB,2.20330665383961e-004°)
1.34896288259164e+002	(2.64150640809339e-003dB,2.25462825670683e-004°)
1.38038426460287e+002	(2.64150641813477e-003dB,2.30714529312958e-004°)
1.41253754462274e+002	(2.64150642852127e-003dB,2.36088560832201e-004°)
1.44543977074591e+002	(2.64150643949391e-003dB,2.41587769609616e-004°)
1.47910838816819e+002	(2.64150645091772e-003dB,2.47215071396922e-004°)
1.51356124843619e+002	(2.64150646291223e-003dB,2.52973449862347e-004°)
1.54881661891246e+002	(2.64150647558928e-003dB,2.58865958172585e-004°)
1.58489319246109e+002	(2.64150648869822e-003dB,2.64895720611619e-004°)
1.62181009735891e+002	(2.64150650259767e-003dB,2.71065934237258e-004°)
1.65958690743754e+002	(2.64150651703119e-003dB,2.77379870576233e-004°)
1.69824365246172e+002	(2.64150653211254e-003dB,2.83840877358806e-004°)
1.73780082874935e+002	(2.64150654795548e-003dB,2.90452380293776e-004°)
1.77827941003890e+002	(2.64150656430357e-003dB,2.97217884884788e-004°)
1.81970085860996e+002	(2.64150658176223e-003dB,3.04140978289050e-004°)
1.86208713666284e+002	(2.64150659982438e-003dB,3.11225331219197e-004°)
1.90546071796322e+002	(2.64150661897395e-003dB,3.18474699889611e-004°)
1.94984459975802e+002	(2.64150663894874e-003dB,3.25892928007933e-004°)
1.99526231496885e+002	(2.64150665986057e-003dB,3.33483948813083e-004°)
2.04173794466950e+002	(2.64150668169595e-003dB,3.41251787160668e-004°)
2.08929613085401e+002	(2.64150670443944e-003dB,3.49200561657014e-004°)
2.13796208950221e+002	(2.64150672832050e-003dB,3.57334486842870e-004°)
2.18776162394953e+002	(2.64150675345287e-003dB,3.65657875427990e-004°)
2.23872113856831e+002	(2.64150677981150e-003dB,3.74175140577782e-004°)
2.29086765276774e+002	(2.64150680725948e-003dB,3.82890798253161e-004°)
2.34422881531989e+002	(2.64150683614773e-003dB,3.91809469605012e-004°)
2.39883291901946e+002	(2.64150686620825e-003dB,4.00935883424269e-004°)
2.45470891568500e+002	(2.64150689767432e-003dB,4.10274878649228e-004°)
2.51188643150955e+002	(2.64150693076384e-003dB,4.19831406931162e-004°)
2.57039578276883e+002	(2.64150696545943e-003dB,4.29610535259669e-004°)
2.63026799189535e+002	(2.64150700161264e-003dB,4.39617448649269e-004°)
2.69153480392688e+002	(2.64150703956860e-003dB,4.49857452888515e-004°)
2.75422870333813e+002	(2.64150707955095e-003dB,4.60335977353161e-004°)
2.81838293126442e+002	(2.64150712115867e-003dB,4.71058577884762e-004°)
2.88403150312657e+002	(2.64150716461348e-003dB,4.82030939736519e-004°)
2.95120922666635e+002	(2.64150721025857e-003dB,4.93258880587559e-004°)
3.01995172040198e+002	(2.64150725805925e-003dB,5.04748353627482e-004°)
3.09029543251355e+002	(2.64150730810998e-003dB,5.16505450712753e-004°)
3.16227766016834e+002	(2.64150736037220e-003dB,5.28536405596662e-004°)
3.23593656929624e+002	(2.64150741531058e-003dB,5.40847597234432e-004°)
3.31131121482587e+002	(2.64150747276124e-003dB,5.53445553165344e-004°)
3.38844156139198e+002	(2.64150753280901e-003dB,5.66336952973656e-004°)
3.46736850452527e+002	(2.64150759578165e-003dB,5.79528631830135e-004°)
3.54813389233571e+002	(2.64150766176787e-003dB,5.93027584116020e-004°)
3.63078054770097e+002	(2.64150773083899e-003dB,6.06840967131463e-004°)
3.71535229097168e+002	(2.64150780320133e-003dB,6.20976104890291e-004°)
3.80189396320556e+002	(2.64150787892236e-003dB,6.35440492003208e-004°)
3.89045144994275e+002	(2.64150795820261e-003dB,6.50241797651375e-004°)
3.98107170553492e+002	(2.64150804123874e-003dB,6.65387869652618e-004°)
4.07380277804107e+002	(2.64150812809244e-003dB,6.80886738622242e-004°)
4.16869383470330e+002	(2.64150821932671e-003dB,6.96746622230899e-004°)
4.26579518801587e+002	(2.64150831450581e-003dB,7.12975929561431e-004°)
4.36515832240160e+002	(2.64150841418503e-003dB,7.29583265567403e-004°)
4.46683592150957e+002	(2.64150851879238e-003dB,7.46577435635332e-004°)
4.57088189614869e+002	(2.64150862837994e-003dB,7.63967450253173e-004°)
4.67735141287192e+002	(2.64150874287057e-003dB,7.81762529787618e-004°)
4.78630092322632e+002	(2.64150886280993e-003dB,7.99972109372665e-004°)
4.89778819368439e+002	(2.64150898860869e-003dB,8.18605843911947e-004°)
5.01187233627265e+002	(2.64150912005861e-003dB,8.37673613197564e-004°)
5.12861383991358e+002	(2.64150925793672e-003dB,8.57185527148364e-004°)
5.24807460249765e+002	(2.64150940227193e-003dB,8.77151931169850e-004°)
5.37031796370245e+002	(2.64150955321462e-003dB,8.97583411639226e-004°)
5.49540873857617e+002	(2.64150971127961e-003dB,9.18490801518125e-004°)
5.62341325190341e+002	(2.64150987697588e-003dB,9.39885186095901e-004°)
5.75439937337149e+002	(2.64151005044613e-003dB,9.61777908866817e-004°)
5.88843655355581e+002	(2.64151023193715e-003dB,9.84180577544127e-004°)
6.02559586074349e+002	(2.64151042206977e-003dB,1.00710507021413e-003°)
6.16595001861474e+002	(2.64151062133372e-003dB,1.03056354163366e-003°)
6.30957344480184e+002	(2.64151082971550e-003dB,1.05456842967397e-003°)
6.45654229034647e+002	(2.64151104806733e-003dB,1.07913246191517e-003°)
6.60693448007587e+002	(2.64151127660707e-003dB,1.10426866239367e-003°)
6.76082975391972e+002	(2.64151151592665e-003dB,1.12999035850725e-003°)
6.91830970918927e+002	(2.64151176660062e-003dB,1.15631118808058e-003°)
7.07945784384128e+002	(2.64151202895868e-003dB,1.18324510659544e-003°)
7.24435960074980e+002	(2.64151230368530e-003dB,1.21080639458938e-003°)
7.41310241300907e+002	(2.64151259146109e-003dB,1.23900966522645e-003°)
7.58577575029173e+002	(2.64151289270830e-003dB,1.26786987204449e-003°)
7.76247116628681e+002	(2.64151320821164e-003dB,1.29740231688261e-003°)
7.94328234724270e+002	(2.64151353837987e-003dB,1.32762265799333e-003°)
8.12830516164088e+002	(2.64151388421752e-003dB,1.35854691834387e-003°)
8.31763771102659e+002	(2.64151424648616e-003dB,1.39019149411024e-003°)
8.51138038202364e+002	(2.64151462555599e-003dB,1.42257316336950e-003°)
8.70963589956068e+002	(2.64151502253180e-003dB,1.45570909499443e-003°)
8.91250938133733e+002	(2.64151543825422e-003dB,1.48961685775501e-003°)
9.12010839355897e+002	(2.64151587342891e-003dB,1.52431442963217e-003°)
9.33254300796978e+002	(2.64151632924937e-003dB,1.55982020734809e-003°)
9.54992586021422e+002	(2.64151680651766e-003dB,1.59615301611863e-003°)
9.77237220955797e+002	(2.64151730627301e-003dB,1.63333211963266e-003°)
9.99999999999986e+002	(2.64151782940426e-003dB,1.67137723026393e-003°)
1.02329299228074e+003	(2.64151837705091e-003dB,1.71030851952036e-003°)
1.04712854805088e+003	(2.64151895093857e-003dB,1.75014662873721e-003°)
1.07151930523759e+003	(2.64151955141622e-003dB,1.79091268001811e-003°)
1.09647819614317e+003	(2.64152018006102e-003dB,1.83262828743222e-003°)
1.12201845430195e+003	(2.64152083854461e-003dB,1.87531556847098e-003°)
1.14815362149687e+003	(2.64152152790429e-003dB,1.91899715577180e-003°)
1.17489755493951e+003	(2.64152224965359e-003dB,1.96369620911497e-003°)
1.20226443461740e+003	(2.64152300540052e-003dB,2.00943642769961e-003°)
1.23026877081236e+003	(2.64152379661427e-003dB,2.05624206270523e-003°)
1.25892541179415e+003	(2.64152462510337e-003dB,2.10413793014608e-003°)
1.28824955169311e+003	(2.64152549241028e-003dB,2.15314942402412e-003°)
1.31825673855639e+003	(2.64152640066550e-003dB,2.20330252978887e-003°)
1.34896288259163e+003	(2.64152735147898e-003dB,2.25462383810970e-003°)
1.38038426460286e+003	(2.64152834704485e-003dB,2.30714055896933e-003°)
1.41253754462273e+003	(2.64152938928733e-003dB,2.36088053608487e-003°)
1.44543977074591e+003	(2.64153048059145e-003dB,2.41587226166484e-003°)
1.47910838816819e+003	(2.64153162305301e-003dB,2.47214489150909e-003°)
1.51356124843619e+003	(2.64153281911487e-003dB,2.52972826046060e-003°)
1.54881661891246e+003	(2.64153407154959e-003dB,2.58865289821669e-003°)
1.58489319246109e+003	(2.64153538259953e-003dB,2.64895004550755e-003°)
1.62181009735891e+003	(2.64153675544599e-003dB,2.71065167065231e-003°)
1.65958690743754e+003	(2.64153819225419e-003dB,2.77379048649893e-003°)
1.69824365246172e+003	(2.64153969699017e-003dB,2.83839996775968e-003°)
1.73780082874935e+003	(2.64154127209101e-003dB,2.90451436874823e-003°)
1.77827941003890e+003	(2.64154292094240e-003dB,2.97216874153084e-003°)
1.81970085860996e+003	(2.64154464735998e-003dB,3.04139895449877e-003°)
1.86208713666284e+003	(2.64154645437854e-003dB,3.11224171137294e-003°)
1.90546071796322e+003	(2.64154834632659e-003dB,3.18473457065101e-003°)
1.94984459975802e+003	(2.64155032686938e-003dB,3.25891596550566e-003°)
1.99526231496885e+003	(2.64155240033929e-003dB,3.33482522414671e-003°)
2.04173794466950e+003	(2.64155457064065e-003dB,3.41250259065597e-003°)
2.08929613085401e+003	(2.64155684272668e-003dB,3.49198924630716e-003°)
2.13796208950220e+003	(2.64155922098372e-003dB,3.57332733138039e-003°)
2.18776162394952e+003	(2.64156171071011e-003dB,3.65655996748522e-003°)
2.23872113856830e+003	(2.64156431652166e-003dB,3.74173128040113e-003°)
2.29086765276774e+003	(2.64156704454574e-003dB,3.82888642345041e-003°)
2.34422881531989e+003	(2.64156989984741e-003dB,3.91807160141252e-003°)
2.39883291901945e+003	(2.64157288863505e-003dB,4.00933409499580e-003°)
2.45470891568499e+003	(2.64157601703219e-003dB,4.10272228587699e-003°)
2.51188643150954e+003	(2.64157929130700e-003dB,4.19828568232232e-003°)
2.57039578276882e+003	(2.64158271837159e-003dB,4.29607494540466e-003°)
2.63026799189534e+003	(2.64158630527498e-003dB,4.39614191582908e-003°)
2.69153480392687e+003	(2.64159005933612e-003dB,4.49853964138134e-003°)
2.75422870333812e+003	(2.64159398849094e-003dB,4.60332240501480e-003°)
2.81838293126441e+003	(2.64159810018758e-003dB,4.71054575358780e-003°)
2.88403150312656e+003	(2.64160240348215e-003dB,4.82026652727115e-003°)
2.95120922666634e+003	(2.64160690679455e-003dB,4.93254288963514e-003°)
3.01995172040197e+003	(2.64161161940264e-003dB,5.04743435843729e-003°)
3.09029543251354e+003	(2.64161655105279e-003dB,5.16500183712417e-003°)
3.16227766016833e+003	(2.64162171146249e-003dB,5.28530764706329e-003°)
3.23593656929623e+003	(2.64162711130550e-003dB,5.40841556052516e-003°)
3.31131121482586e+003	(2.64163276121128e-003dB,5.53439083442798e-003°)
3.38844156139197e+003	(2.64163867299310e-003dB,5.66330024486786e-003°)
3.46736850452526e+003	(2.64164485827913e-003dB,5.79521212244774e-003°)
3.54813389233570e+003	(2.64165132949772e-003dB,5.93019638842733e-003°)
3.63078054770095e+003	(2.64165809961897e-003dB,6.06832459171066e-003°)
3.71535229097166e+003	(2.64166518214322e-003dB,6.20966994669173e-003°)
3.80189396320555e+003	(2.64167259121670e-003dB,6.35430737197721e-003°)
3.89045144994274e+003	(2.64168034161806e-003dB,6.50231353000737e-003°)
3.98107170553491e+003	(2.64168844862917e-003dB,6.65376686759485e-003°)
4.07380277804106e+003	(2.64169692814503e-003dB,6.80874765740346e-003°)
4.16869383470328e+003	(2.64170579678172e-003dB,6.96733804038806e-003°)
4.26579518801586e+003	(2.64171507223892e-003dB,7.12962206921821e-003°)
4.36515832240159e+003	(2.64172477230113e-003dB,7.29568575270676e-003°)
4.46683592150956e+003	(2.64173491580557e-003dB,7.46561710126959e-003°)
4.57088189614867e+003	(2.64174552263448e-003dB,7.63950617343712e-003°)
4.67735141287190e+003	(2.64175661319454e-003dB,7.81744512344325e-003°)
4.78630092322630e+003	(2.64176820841879e-003dB,7.99952824991675e-003°)
4.89778819368438e+003	(2.64178033084827e-003dB,8.18585204570156e-003°)
5.01187233627264e+003	(2.64179300338650e-003dB,8.37651524882821e-003°)
5.12861383991356e+003	(2.64180625001480e-003dB,8.57161889466854e-003°)
5.24807460249764e+003	(2.64182009565923e-003dB,8.77126636929612e-003°)
5.37031796370244e+003	(2.64183456616748e-003dB,8.97556346408373e-003°)
5.49540873857615e+003	(2.64184968840910e-003dB,9.18461843156472e-003°)
5.62341325190340e+003	(2.64186549050690e-003dB,9.39854204258807e-003°)
5.75439937337147e+003	(2.64188200131055e-003dB,9.61744764479751e-003°)
5.88843655355579e+003	(2.64189925112737e-003dB,9.84145122246521e-003°)
6.02559586074347e+003	(2.64191727094334e-003dB,1.00706714577111e-002°)
6.16595001861472e+003	(2.64193609351826e-003dB,1.03052297931421e-002°)
6.30957344480182e+003	(2.64195575236387e-003dB,1.05452504959412e-002°)
6.45654229034644e+003	(2.64197628196755e-003dB,1.07908607234428e-002°)
6.60693448007585e+003	(2.64199771862323e-003dB,1.10421905902302e-002°)
6.76082975391970e+003	(2.64202009978558e-003dB,1.12993732367868e-002°)
6.91830970918925e+003	(2.64204346379614e-003dB,1.15625448997409e-002°)
7.07945784384126e+003	(2.64206785069318e-003dB,1.18318449837425e-002°)
7.24435960074977e+003	(2.64209330182604e-003dB,1.21074161350074e-002°)
7.41310241300905e+003	(2.64211985981853e-003dB,1.23894043165707e-002°)
7.58577575029170e+003	(2.64214756838186e-003dB,1.26779588852893e-002°)
7.76247116628678e+003	(2.64217647341756e-003dB,1.29732326706379e-002°)
7.94328234724268e+003	(2.64220662134385e-003dB,1.32753820553337e-002°)
8.12830516164085e+003	(2.64223806054753e-003dB,1.35845670578457e-002°)
8.31763771102656e+003	(2.64227084058379e-003dB,1.39009514168226e-002°)
8.51138038202362e+003	(2.64230501263318e-003dB,1.42247026774929e-002°)
8.70963589956065e+003	(2.64234062932233e-003dB,1.45559922800820e-002°)
8.91250938133730e+003	(2.64237774428814e-003dB,1.48949956502950e-002°)
9.12010839355894e+003	(2.64241641325369e-003dB,1.52418922919205e-002°)
9.33254300796975e+003	(2.64245669271523e-003dB,1.55968658815978e-002°)
9.54992586021419e+003	(2.64249864100064e-003dB,1.59601043658125e-002°)
9.77237220955794e+003	(2.64254231808055e-003dB,1.63318000601658e-002°)
9.99999999999983e+003	(2.64258778451168e-003dB,1.67121497509773e-002°)
1.02329299228074e+004	(2.64263510247230e-003dB,1.71013547992816e-002°)
1.04712854805088e+004	(2.64268433631164e-003dB,1.74996212472763e-002°)
1.07151930523759e+004	(2.64273555024591e-003dB,1.79071599272767e-002°)
1.09647819614317e+004	(2.64278881087633e-003dB,1.83241865732534e-002°)
1.12201845430194e+004	(2.64284418535749e-003dB,1.87509219350024e-002°)
1.14815362149686e+004	(2.64290174256379e-003dB,1.91875918950248e-002°)
1.17489755493951e+004	(2.64296155173984e-003dB,1.96344275881760e-002°)
1.20226443461739e+004	(2.64302368353578e-003dB,2.00916655241604e-002°)
1.23026877081236e+004	(2.64308821001118e-003dB,2.05595477129398e-002°)
1.25892541179415e+004	(2.64315520366329e-003dB,2.10383217931239e-002°)
1.28824955169311e+004	(2.64322473757547e-003dB,2.15282411634249e-002°)
1.31825673855638e+004	(2.64329688639087e-003dB,2.20295651172506e-002°)
1.34896288259163e+004	(2.64337172533688e-003dB,2.25425589805080e-002°)
1.38038426460286e+004	(2.64344932947889e-003dB,2.30674942526989e-002°)
1.41253754462273e+004	(2.64352977567926e-003dB,2.36046487513983e-002°)
1.44543977074590e+004	(2.64361314072130e-003dB,2.41543067601782e-002°)
1.47910838816818e+004	(2.64369950178548e-003dB,2.47167591800770e-002°)
1.51356124843618e+004	(2.64378893716284e-003dB,2.52923036846933e-002°)
1.54881661891245e+004	(2.64388152471638e-003dB,2.58812448789846e-002°)
1.58489319246109e+004	(2.64397734308998e-003dB,2.64838944618690e-002°)
1.62181009735890e+004	(2.64407647200140e-003dB,2.71005713927109e-002°)
1.65958690743753e+004	(2.64417899034323e-003dB,2.77316020617725e-002°)
1.69824365246171e+004	(2.64428497807618e-003dB,2.83773204647413e-002°)
1.73780082874934e+004	(2.64439451590324e-003dB,2.90380683814054e-002°)
1.77827941003889e+004	(2.64450768406663e-003dB,2.97141955585705e-002°)
1.81970085860995e+004	(2.64462456422371e-003dB,3.04060598973262e-002°)
1.86208713666283e+004	(2.64474523834037e-003dB,3.11140276447326e-002°)
1.90546071796321e+004	(2.64486978931371e-003dB,3.18384735900363e-002°)
1.94984459975801e+004	(2.64499830095474e-003dB,3.25797812655039e-002°)
1.99526231496884e+004	(2.64513085797486e-003dB,3.33383431519681e-002°)
2.04173794466949e+004	(2.64526754679761e-003dB,3.41145608891865e-002°)
2.08929613085400e+004	(2.64540845576684e-003dB,3.49088454911046e-002°)
2.13796208950219e+004	(2.64555367458568e-003dB,3.57216175661194e-002°)
2.18776162394951e+004	(2.64570329559680e-003dB,3.65533075424535e-002°)
2.23872113856830e+004	(2.64585741368402e-003dB,3.74043558987284e-002°)
2.29086765276773e+004	(2.64601612714577e-003dB,3.82752133998480e-002°)
2.34422881531988e+004	(2.64617953758324e-003dB,3.91663413382886e-002°)
2.39883291901945e+004	(2.64634775097625e-003dB,4.00782117809132e-002°)
2.45470891568499e+004	(2.64652087788953e-003dB,4.10113078214087e-002°)
2.51188643150954e+004	(2.64669903416109e-003dB,4.19661238384663e-002°)
2.57039578276882e+004	(2.64688234193753e-003dB,4.29431657598199e-002°)
2.63026799189533e+004	(2.64707092930582e-003dB,4.39429513322553e-002°)
2.69153480392687e+004	(2.64726493278819e-003dB,4.49660103977333e-002°)
2.75422870333812e+004	(2.64746449618725e-003dB,4.60128851757257e-002°)
2.81838293126440e+004	(2.64766977314643e-003dB,4.70841305519334e-002°)
2.88403150312655e+004	(2.64788092657349e-003dB,4.81803143734918e-002°)
2.95120922666633e+004	(2.64809813064572e-003dB,4.93020177508377e-002°)
3.01995172040196e+004	(2.64832157104516e-003dB,5.04498353663660e-002°)
3.09029543251353e+004	(2.64855144653960e-003dB,5.16243757900497e-002°)
3.16227766016832e+004	(2.64878796879171e-003dB,5.28262618021693e-002°)
3.23593656929622e+004	(2.64903136546516e-003dB,5.40561307233516e-002°)
3.31131121482585e+004	(2.64928187900026e-003dB,5.53146347520489e-002°)
3.38844156139196e+004	(2.64953976926894e-003dB,5.66024413096917e-002°)
3.46736850452525e+004	(2.64980531425341e-003dB,5.79202333936694e-002°)
3.54813389233569e+004	(2.65007881102947e-003dB,5.92687099383502e-002°)
3.63078054770095e+004	(2.65036057636420e-003dB,6.06485861843384e-002°)
3.71535229097166e+004	(2.65065094920894e-003dB,6.20605940561964e-002°)
3.80189396320554e+004	(2.65095029109650e-003dB,6.35054825488178e-002°)
3.89045144994273e+004	(2.65125898682943e-003dB,6.49840181226944e-002°)
3.98107170553490e+004	(2.65157744710025e-003dB,6.64969851083136e-002°)
4.07380277804105e+004	(2.65190610810589e-003dB,6.80451861198873e-002°)
4.16869383470328e+004	(2.65224543431245e-003dB,6.96294424786971e-002°)
4.26579518801585e+004	(2.65259591870395e-003dB,7.12505946462586e-002°)
4.36515832240158e+004	(2.65295808394688e-003dB,7.29095026675804e-002°)
4.46683592150955e+004	(2.65333248523212e-003dB,7.46070466247821e-002°)
4.57088189614866e+004	(2.65371970971390e-003dB,7.63441271012886e-002°)
4.67735141287189e+004	(2.65412037897380e-003dB,7.81216656569193e-002°)
4.78630092322629e+004	(2.65453515041864e-003dB,7.99406053141086e-002°)
4.89778819368437e+004	(2.65496471849704e-003dB,8.18019110555389e-002°)
5.01187233627263e+004	(2.65540981643271e-003dB,8.37065703334726e-002°)
5.12861383991355e+004	(2.65587121728105e-003dB,8.56555935910540e-002°)
5.24807460249763e+004	(2.65634973612325e-003dB,8.76500147958888e-002°)
5.37031796370243e+004	(2.65684623169160e-003dB,8.96908919861777e-002°)
5.49540873857614e+004	(2.65736160763621e-003dB,9.17793078297036e-002°)
5.62341325190338e+004	(2.65789681506233e-003dB,9.39163701959931e-002°)
5.75439937337146e+004	(2.65845285374498e-003dB,9.61032127419336e-002°)
5.88843655355578e+004	(2.65903077407819e-003dB,9.83409955111823e-002°)
6.02559586074346e+004	(2.65963168028325e-003dB,1.00630905547694e-001°)
6.16595001861470e+004	(2.66025673091188e-003dB,1.02974157523645e-001°)
6.30957344480181e+004	(2.66090714242471e-003dB,1.05371994382162e-001°)
6.45654229034643e+004	(2.66158419105173e-003dB,1.07825687995123e-001°)
6.60693448007583e+004	(2.66228921511950e-003dB,1.10336539836416e-001°)
6.76082975391969e+004	(2.66302361836918e-003dB,1.12905881671011e-001°)
6.91830970918923e+004	(2.66378887162625e-003dB,1.15535076260166e-001°)
7.07945784384124e+004	(2.66458651668349e-003dB,1.18225518083199e-001°)
7.24435960074976e+004	(2.66541816900791e-003dB,1.20978634076137e-001°)
7.41310241300903e+004	(2.66628552080628e-003dB,1.23795884387676e-001°)
7.58577575029169e+004	(2.66719034475197e-003dB,1.26678763152817e-001°)
7.76247116628677e+004	(2.66813449704276e-003dB,1.29628799284596e-001°)
7.94328234724266e+004	(2.66911992125484e-003dB,1.32647557284306e-001°)
8.12830516164083e+004	(2.67014865286602e-003dB,1.35736638070665e-001°)
8.31763771102655e+004	(2.67122282218033e-003dB,1.38897679828301e-001°)
8.51138038202360e+004	(2.67234466027410e-003dB,1.42132358876082e-001°)
8.70963589956063e+004	(2.67351650161400e-003dB,1.45442390555638e-001°)
8.91250938133728e+004	(2.67474079010909e-003dB,1.48829530140647e-001°)
9.12010839355892e+004	(2.67602008446285e-003dB,1.52295573767296e-001°)
9.33254300796973e+004	(2.67735706197320e-003dB,1.55842359386377e-001°)
9.54992586021417e+004	(2.67875452493334e-003dB,1.59471767737603e-001°)
9.77237220955791e+004	(2.68021540671261e-003dB,1.63185723346586e-001°)
9.99999999999980e+004	(2.68174277717978e-003dB,1.66986195545002e-001°)
1.02329299228073e+005	(2.68333984926585e-003dB,1.70875199514508e-001°)
1.04712854805088e+005	(2.68500998583329e-003dB,1.74854797354939e-001°)
1.07151930523758e+005	(2.68675670666683e-003dB,1.78927099177340e-001°)
1.09647819614316e+005	(2.68858369486641e-003dB,1.83094264222397e-001°)
1.12201845430194e+005	(2.69049480678387e-003dB,1.87358502004932e-001°)
1.14815362149686e+005	(2.69249407762734e-003dB,1.91722073484900e-001°)
1.17489755493951e+005	(2.69458573094660e-003dB,1.96187292265674e-001°)
1.20226443461739e+005	(2.69677418794112e-003dB,2.00756525820168e-001°)
1.23026877081236e+005	(2.69906407628020e-003dB,2.05432196745414e-001°)
1.25892541179414e+005	(2.70146023957275e-003dB,2.10216784046301e-001°)
1.28824955169311e+005	(2.70396774804791e-003dB,2.15112824449142e-001°)
1.31825673855638e+005	(2.70659190856642e-003dB,2.20122913745730e-001°)
1.34896288259163e+005	(2.70933827694182e-003dB,2.25249708168638e-001°)
1.38038426460286e+005	(2.71221266855130e-003dB,2.30495925798414e-001°)
1.41253754462273e+005	(2.71522117079735e-003dB,2.35864348003471e-001°)
1.44543977074590e+005	(2.71837015704238e-003dB,2.41357820913431e-001°)
1.47910838816818e+005	(2.72166629839725e-003dB,2.46979256926602e-001°)
1.51356124843618e+005	(2.72511657873331e-003dB,2.52731636252502e-001°)
1.54881661891245e+005	(2.72872830973485e-003dB,2.58618008490179e-001°)
1.58489319246108e+005	(2.73250914576619e-003dB,2.64641494243122e-001°)
1.62181009735890e+005	(2.73646709969302e-003dB,2.70805286771651e-001°)
1.65958690743753e+005	(2.74061056154734e-003dB,2.77112653683705e-001°)
1.69824365246171e+005	(2.74494831420761e-003dB,2.83566938664727e-001°)
1.73780082874934e+005	(2.74948955287294e-003dB,2.90171563247770e-001°)
1.77827941003889e+005	(2.75424390513288e-003dB,2.96930028624635e-001°)
1.81970085860995e+005	(2.75922145055670e-003dB,3.03845917498960e-001°)
1.86208713666283e+005	(2.76443274216991e-003dB,3.10922895982292e-001°)
1.90546071796321e+005	(2.76988882903525e-003dB,3.18164715534109e-001°)
1.94984459975800e+005	(2.77560127868083e-003dB,3.25575214946755e-001°)
1.99526231496884e+005	(2.78158220371558e-003dB,3.33158322376471e-001°)
2.04173794466949e+005	(2.78784428558688e-003dB,3.40918057421325e-001°)
2.08929613085400e+005	(2.79440080156314e-003dB,3.48858533247334e-001°)
2.13796208950219e+005	(2.80126565391581e-003dB,3.56983958763844e-001°)
2.18776162394951e+005	(2.80845339858198e-003dB,3.65298640849196e-001°)
